_id,Idade,T_freq_bar_rest,Cidade,Bairro_bh,Regional,Estado_pais,restricao,outro_restricao,freq_aliment_rotina,freq_aliment_lazer,estab_rotina,estab_lazer,culinaria_fav,outra_culinaria,qtde_bar_rest_bh,disr_bar_rest,pratos_mineira,oferta_prato_mineiro_qualidade,cerveja_cachaca,cerv_cach1,cerv_cach2,cerv_cach3,facilidade_cerv_cach,local_compra_cerv_cach,outro_local_cerv_cach,motivo_nao,motivo_viagem,pernoites_qt,culinaria_decisao_viagem,T_aval_qualidadepratos,T_aval_horariofuncionamento,T_aval_infraestrutura,T_aval_atendimento,T_aval_diversidade,T_aval_apresetacao,T_aval_custobeneficio,T_percepcaobaresrest,T_expec_bh,prato_unico_bh,qual_prato,recomendacao,satisfeitocombares_rest_perto_casa,nao_porque,facilidade_comidatipicamin,principal_dificuldade,Variedade_Culinaria,Decoracao_conforto,Estacionamento,Entretenimento,Refeio,Atendimento,Limpeza,Custo_Benefcio,Apresentao_pratos,fonte_informacao,outras_fontes,festival_gastronomico,motivo_nao_festival,companhia_restaurantes_bares,gasto_medio_gastro,genero,renda_familiar,grau_instrucao
41,38,"",Belo Horizonte,Cardoso,Barreiro,MG,Nao,"",4 dias por semana,2 dias por semana,Restaurante Self-service,Bares (petiscos e afins),Italiana,"",Bares suficientes/ restaurantes insuficientes,Muito concentrado em alguns bairros,Frango com quiabo,Sim- tanto bares quanto restaurantes,Sim,Belorizontina,Backer,"",Sim,Restaurante;Cervejaria/cachacaria/loja de produtos tipicos,"","","",281,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Nao,falta de informacao,Alta facilidade,"",5,4,1,2,4,2,3,2,3,Amigos e familiares;Redes sociais;Google,"",Nao,falta de informacao,Conjuge/namorado(a),80,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
42,26,"",Belo Horizonte,Jatoba IV,Barreiro,MG,Intolerante a lactose,"",5 dias por semana,2 dias por semana,Restaurantes de Buffet,Bares (petiscos e afins),Chinesa,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Tutu,Sim- principalmente os restaurantes,Nao,"","","","","","",Falta de conhecimento,"",282,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Nao,localizacao,Alta facilidade,"",5,3,1,4,5,2,3,3,4,Amigos e familiares;Redes sociais;Google,"",Sim,"",Conjuge/namorado(a),80,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
43,28,"",Belo Horizonte,Bonsucesso,Barreiro,MG,Nao,"",5 dias por semana,3 vezes por mes,Restaurante Self-service,Restaurante A La carte;Fast-foods;Bares (petiscos e afins),Mexicana,"",Ambos Suficientes,Os bares sao mais concentrados mas restaurantes nao,Pao de queijo; feijoada; queijo com goiabada,Nao sabe,Nao,"","","","","","",Falta de informacao,"",283,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Nao,localizacao,Alta facilidade,"",5,4,1,3,5,3,4,4,5,Amigos e familiares;Redes sociais;Google,"",Sim,"",Conjuge/namorado(a),75,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
44,30,"",Belo Horizonte,Barreiro,Barreiro,MG,Vegano,"",5 dias por semana,Raramente,Restaurante Self-service,Bares (petiscos e afins),Natural,"",Ambos Suficientes,Os bares sao mais concentrados mas restaurantes nao,Feijao Tropeiro,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",284,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Nao,precos elevados,Alta facilidade,"",5,4,2,4,4,3,4,3,4,Amigos e familiares;Redes sociais;Google,"",Nao,falta de informacao,Conjuge/namorado(a),100,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior completo
45,23,"",Belo Horizonte,Lindeia,Barreiro,MG,Nao,"",Raramente,2 dias por semana,Restaurante Self-service,Bares (petiscos e afins),Italiana,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Feijoada,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Falta de informacao,"",285,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Nao,localizacao,Alta facilidade,"",3,4,2,3,5,3,4,4,4,Amigos e familiares;Redes sociais;Google,"",Sim,"",Amigos,100,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior incompleto
46,25,"",Belo Horizonte,Barreiro,Barreiro,MG,Nao,"",7 dias por semana,3 dias por semana,Restaurante A La carte,Fast-foods,Japonesa,"",Bares suficientes/ restaurantes insuficientes,Muito concentrado em alguns bairros,Tropeiro; Feijoada; Pao de queijo,Sim- principalmente os bares,Sim,Seleta,Backer,Belorizontina,Sim,Bar,"","","",286,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,3,2,3,3,3,3,3,4,Google,"",Sim,"",Amigos,50,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior completo
47,18,"",Belo Horizonte,Centro,Centro-sul,MG,Intolerante a lactose,"",6 dias por semana,1 vez por mes,Restaurante Self-service;Fast-foods,Fast-foods,Japonesa,"",Ambos Suficientes,Muito concentrado em alguns bairros,Feijao Tropeiro,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao tem interesse,"",50,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,3,,3,5,5,5,3,5,Amigos e familiares,"",Nao,precos elevados,Amigos,30,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Fundamental  completo
48,18,"",Belo Horizonte,Centro,Centro-sul,MG,Nao,"",5 dias por semana,2 vezes por mes,Restaurante Self-service,Fast-foods,Italiana,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Pao de queijo,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao tem interesse,"",51,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,5,,5,5,5,5,4,5,Amigos e familiares;Redes sociais,"",Nao,precos elevados,Amigos,25,Masculino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Fundamental  completo
49,74,"",Belo Horizonte,Anchieta,Centro-sul,MG,Nao,"",Raramente,2 vezes por mes,Restaurante A La carte;Restaurante Self-service,Restaurante Self-service;Restaurantes de Buffet,Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Queijo,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",52,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,3,3,,5,4,3,3,5,Amigos e familiares,"",Nao,falta de informacao,Demais familiares,40,Feminino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Medio completo
50,29,"",Belo Horizonte,Santo Agostinho,Centro-sul,MG,Intolerante a lactose,"",Raramente,Raramente,Fast-foods;Bares (petiscos e afins),Fast-foods;Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Nao sabe,Feijao Tropeiro,Nao sabe,Nao,"","","","","","",Precos elevados,"",53,"","","","","","","","","","","","",Nao recomendo,Nao sabe,"",Alta facilidade,"",3,3,,3,4,4,4,4,,Amigos e familiares,"",Nao,falta de informacao,Outros,20,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Medio completo
51,26,"",Belo Horizonte,Barro Preto,Centro-sul,MG,Nao,"",6 dias por semana,2 vezes por mes,Restaurante Self-service;Outros,Fast-foods;Bares (petiscos e afins),Nordestina Tipica,"",Ambos Suficientes,Os restaurantes sao concentrados mas bares nao,Tropeiro quiabo,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao tem interesse,"",54,"","","","","","","","","","","","",Nao recomendo,Nao,infraestrutura em geral,Media facilidade,"",4,3,3,3,4,4,3,4,4,Amigos e familiares;Redes sociais,"",Nao,NS/NI,Conjuge/namorado(a),25,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
52,67,"",Belo Horizonte,Barro preto,Centro-sul,MG,Intolerante a lactose,"",5 dias por semana,Raramente,Restaurante Self-service,Restaurante A La carte,Italiana,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Tropeiro e torresmo,Nao,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",55,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",3,3,,4,4,4,3,3,3,Amigos e familiares,"",Sim,"",Amigos,100,Feminino,Nao respondeu,Superior completo
53,18,"",Belo Horizonte,Centro,Centro-sul,MG,Nao,"",5 dias por semana,3 vezes por mes,Restaurante Self-service;Fast-foods,Restaurante Self-service;Fast-foods,Italiana,"",Ambos Suficientes,Muito concentrado em alguns bairros,Pao de queijo,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao tem interesse,"",56,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,5,,4,5,5,4,4,4,Amigos e familiares,"",Nao,precos elevados,Demais familiares,25,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Fundamental  completo
54,53,"",Belo Horizonte,Centro,Centro-sul,MG,Nao,"",Nunca,3 vezes por mes,NA,Restaurante A La carte;Restaurantes de Buffet;Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Frango caipira,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",57,"","","","","","","","","","","","",Nao recomendo,Nao sabe,"",Alta facilidade,"",4,4,4,4,4,4,4,4,4,Amigos e familiares,"",Nao,NS/NI,Demais familiares,60,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior completo
55,58,"",Belo Horizonte,Centro,Centro-sul,MG,Nao,"",1 dia por semana,Raramente,Restaurante Self-service,Restaurante A La carte,Italiana,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Feijao Tropeiro,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",58,"","","","","","","","","","","","",Nao recomendo,Em termos- os restaurantes sao bons mas os bares nem tanto,"",Alta facilidade,"",4,4,4,2,4,4,3,3,,Amigos e familiares,"",Sim,"",Conjuge/namorado(a),50,Masculino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Superior completo
56,19,"",Belo Horizonte,Coracao de Jesus,Centro-sul,MG,Nao,"",5 dias por semana,1 vez por mes,Restaurante Self-service,Fast-foods;Bares (petiscos e afins),Chinesa,"",Ambos Suficientes,Muito concentrado em alguns bairros,Tutu,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Falta de conhecimento,"",59,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",5,5,4,5,5,5,3,4,4,Amigos e familiares,"",Nao,precos elevados,Amigos,23,Masculino,Ate 1 SM (R$ 954),Medio completo
57,30,"",Belo Horizonte,Lourdes ,Centro-sul,MG,Intolerante a lactose,"",3 dias por semana,2 vezes por mes,Restaurante Self-service,Bares (petiscos e afins),Gaucha Tipica,"",Bares insuficientes/ restaurantes suficientes,Os bares sao mais concentrados mas restaurantes nao,Tutu a mineira,Sim- principalmente os bares,Sim,Queijo,"","",Sim,Supermercados;Mercados/Feira,"","","",137,"","","","","","","","","","","","",Nao sabe,Nao,precos elevados,Alta facilidade,"",5,4,3,4,5,3,4,4,5,Google,"",Sim,"",Amigos,70,Feminino,Nao respondeu,Pos-graduacao /Especializacao/MBA
58,28,"",Belo Horizonte,Centro,Centro-sul,MG,Nao,"",6 dias por semana,1 vez por mes,Restaurante Self-service,Fast-foods,Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Vaca atolada; Pao de queijo,Sim- principalmente os bares,Nao,"","","","","","",Falta de conhecimento,"",156,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Em termos- os restaurantes sao bons mas os bares nem tanto,"",Media facilidade,"",3,4,5,5,5,3,4,4,5,Redes sociais,"",Sim,"",Conjuge/namorado(a) e filhos,18,Feminino,Ate 1 SM (R$ 954),Fundamental  completo
59,47,"",Belo Horizonte,Centro,Centro-sul,MG,Nao,"",6 dias por semana,2 vezes por mes,Restaurante Self-service,Restaurante Self-service,Mineira Tipica,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Tropeiro;  Frango com quiabo,Sim- principalmente os restaurantes,Nao,"","","","","","",Falta de oportunidade,"",157,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,4,3,5,4,4,4,5,Amigos e familiares;Redes sociais,"",Sim,"",Conjuge/namorado(a) e filhos,20,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
60,47,"",Belo Horizonte,Savassi,Centro-sul,MG,Nao,"",5 dias por semana,3 vezes por mes,Restaurante Self-service,Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Frango com quiabo,Sim- principalmente os restaurantes,Nao,"","","","","","",Falta de oportunidade,"",158,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,5,5,5,5,5,5,5,5,Amigos e familiares,"",Nao,falta de informacao,Conjuge/namorado(a) e filhos,60,Masculino,Entre 7 SM e 10 SM (R$ 6.678 a R$ 9.540),Pos-graduacao /Especializacao/MBA
61,54,"",Belo Horizonte,Mangabeiras,Centro-sul,MG,Nao,"",3 dias por semana,3 vezes por mes,Restaurante A La carte,Bares (petiscos e afins),Mexicana,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Feijao Tropeiro,Sim- principalmente os bares,Nao,"","","","","","",Nao conseguiu comprar,"",159,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Em termos- os bares sao bons mas restaurantes nem tanto,"",Media facilidade,"",5,3,5,5,3,4,4,3,3,Sites especializados,"",Sim,"",Amigos,40,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Pos-graduacao /Especializacao/MBA
62,53,"",Belo Horizonte,Centro,Centro-sul,MG,Nao,"",Nunca,Raramente,NA,Restaurante A La carte,Francesa,"",Ambos Suficientes,Muito concentrado em alguns bairros,Tutu,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao tem interesse,"",160,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,5,5,5,5,5,4,5,5,Amigos e familiares,"",Sim,"",Demais familiares,60,Feminino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Superior completo
63,33,"",Belo Horizonte,Belvedere,Centro-sul,MG,Nao,"",6 dias por semana,2 vezes por mes,Restaurante Self-service,Fast-foods;Bares (petiscos e afins),Japonesa,"",Bares suficientes/ restaurantes insuficientes,Os bares sao mais concentrados mas restaurantes nao,Feijao Tropeiro,Sim- principalmente os bares,Nao,"","","","","","",Falta de oportunidade,"",161,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",5,3,4,3,4,4,3,5,5,Redes sociais;Google,"",Sim,"",Demais familiares,30,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior completo
64,45,"",Belo Horizonte,Savassi,Centro-sul,MG,Nao,"",Raramente,2 dias por semana,Restaurante A La carte;Restaurantes de Buffet,Bares (petiscos e afins),Italiana,"",Ambos Suficientes,Muito concentrado em alguns bairros,Feijao Tropeiro,Sim- principalmente os restaurantes,Nao,"","","","","","",NS/NI,"",162,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,5,5,5,5,5,5,3,5,Sites especializados,"",Sim,"",Conjuge/namorado(a) e filhos,40,Masculino,Entre 7 SM e 10 SM (R$ 6.678 a R$ 9.540),Pos-graduacao /Especializacao/MBA
65,39,"",Belo Horizonte,Savassi,Centro-sul,MG,Nao,"",2 vezes por mes,4 dias por semana,Restaurante A La carte,Restaurantes de Buffet;Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Feijoada,Sim- principalmente os restaurantes,Nao,"","","","","","",NS/NI,"",163,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",5,5,5,5,5,5,5,5,5,Amigos e familiares;Google,"",Sim,"",Conjuge/namorado(a),30,Masculino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Superior completo
66,45,"",Belo Horizonte,Lourdes,Centro-sul,MG,Vegetariano,"",6 dias por semana,3 vezes por mes,Restaurante A La carte;Restaurante Self-service;Restaurantes de Buffet,Restaurante A La carte;Restaurantes de Buffet;Bares (petiscos e afins),Arabe,"",Ambos Suficientes,Muito concentrado em alguns bairros,Feijao Tropeiro,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",242,"","","","","","","","","","","","",Sim- geralmente outros estabelecimentos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",3,4,3,4,4,4,4,4,4,Amigos e familiares;Redes sociais,"",Nao,infraestrutura em geral,Conjuge/namorado(a),50,Masculino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Pos-graduacao /Especializacao/MBA
67,19,"",Belo Horizonte,Barro Preto ,Centro-sul,MG,Nao,"",3 dias por semana,2 dias por semana,Restaurante Self-service,Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Tropeiro;  churrasco,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Falta de curiosidade; oportunidade ,"",243,"","","","","","","","","","","","",Sim- geralmente outros estabelecimentos,Nao,infraestrutura em geral,Alta facilidade,"",4,3,1,3,4,3,4,3,3,Amigos e familiares;Sites especializados,"",Nao,falta de informacao,Conjuge/namorado(a),20,Feminino,Ate 1 SM (R$ 954),Medio completo
68,42,"",Belo Horizonte,Savassi ,Centro-sul,MG,Vegano,"",Raramente,2 vezes por mes,Restaurante Self-service,Restaurante Self-service,Natural,"",Ambos Suficientes,Muito concentrado em alguns bairros,Pao de queijo,Sim- principalmente os bares,Nao,"","","","","","",Falta de informacao,"",244,"","","","","","","","","","","","",Sim- geralmente outros estabelecimentos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,4,3,5,5,4,5,5,4,Redes sociais,"",Nao,falta de informacao,Conjuge/namorado(a) e filhos,39,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior completo
69,30,"",Belo Horizonte,Sao Bento,Centro-sul,MG,Celiaco,"",5 dias por semana,1 vez por mes,Restaurante A La carte;Restaurante Self-service,Restaurante A La carte;Fast-foods;Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Queijo; feijoada,Sim- principalmente os restaurantes,Sim,Walls,Backer,"",Sim,Bar;Restaurante;Supermercados;Cervejaria/cachacaria/loja de produtos tipicos,"","","",287,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,5,1,5,5,4,3,4,5,Amigos e familiares;Redes sociais;Sites especializados,"",Sim,"",Conjuge/namorado(a) e filhos,30,Feminino,Entre 7 SM e 10 SM (R$ 6.678 a R$ 9.540),Superior completo
70,32,"",Belo Horizonte,Centro,Centro-sul,MG,Nao,"",5 dias por semana,2 vezes por mes,Restaurante Self-service,Restaurante A La carte;Fast-foods,Mineira Tipica,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Pao de queijo; cafe,Sim- tanto bares quanto restaurantes,Sim,Nao sabe; nao lembra,"","",Sim,Bar,"","","",288,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,,5,5,5,3,3,,Amigos e familiares;Redes sociais,"",Sim,"",Amigos,20,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior completo
71,49,"",Belo Horizonte,Centro,Centro-sul,MG,Nao,"",5 dias por semana,1 dia por semana,Restaurante Self-service;Outros,Restaurante A La carte;Bares (petiscos e afins),Italiana,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Feijoada,Sim- tanto bares quanto restaurantes,Sim,Cachaca Salinas,Seleta,Cervejas artesanais,Sim,Restaurante;Supermercados;Cervejaria/cachacaria/loja de produtos tipicos;Mercados/Feira,"","","",289,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,1,4,5,5,4,4,4,Amigos e familiares,"",Sim,"",Conjuge/namorado(a) e filhos,70,Masculino,Entre 7 SM e 10 SM (R$ 6.678 a R$ 9.540),Mestrado /Doutorado
72,19,"",Belo Horizonte,Savassi,Centro-sul,MG,Vegetariano,"",Raramente,2 dias por semana,Restaurante Self-service,Restaurante A La carte;Bares (petiscos e afins),Natural,"",Ambos Insuficientes,Os bares sao mais concentrados mas restaurantes nao,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Cerveja artesanal ,"","",Sim,Supermercados;Cervejaria/cachacaria/loja de produtos tipicos,"","","",290,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Nao,outros,Alta facilidade,"",3,5,,4,4,4,4,3,4,Redes sociais,"",Sim,"",Amigos,50,Feminino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Medio completo
73,29,"",Belo Horizonte,Santa Lucia,Centro-sul,MG,Nao,"",Raramente,Raramente,Restaurante Self-service,Bares (petiscos e afins),Cozinha Variada,"",Ambos Suficientes,Muito concentrado em alguns bairros,Frango com angu e quiabo,Sim- principalmente os restaurantes,Nao,"","","","","","",Prefiro vinhos,"",291,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Nao,infraestrutura em geral,Alta facilidade,"",5,3,,3,4,4,4,3,3,Amigos e familiares;Redes sociais;Jornais;Google,"",Sim,"",Amigos,50,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior incompleto
